model,variant,seed,genre_id,precision,recall,f1,support,genre_name
tfidf_lr,shuffled,42,27,0.5894736842105263,0.6511627906976745,0.6187845303867403,172,Horror
tfidf_lr,shuffled,42,28,0.6403785488958991,0.7381818181818182,0.6858108108108109,275,Action
tfidf_lr,shuffled,42,35,0.6220806794055201,0.6704805491990846,0.6453744493392071,437,Comedy
tfidf_lr,shuffled,42,36,0.2702702702702703,0.3448275862068966,0.30303030303030304,58,History
tfidf_lr,shuffled,42,37,0.7272727272727273,0.42105263157894735,0.5333333333333333,19,Western
tfidf_lr,shuffled,42,53,0.5950413223140496,0.6605504587155964,0.6260869565217392,327,Thriller
tfidf_lr,shuffled,42,80,0.5550239234449761,0.6170212765957447,0.5843828715365239,188,Crime
tfidf_lr,shuffled,42,878,0.6125,0.6666666666666666,0.6384364820846905,147,Science Fiction
tfidf_lr,shuffled,42,9648,0.3724137931034483,0.46956521739130436,0.4153846153846154,115,Mystery
tfidf_lr,shuffled,42,10402,0.5666666666666667,0.4722222222222222,0.5151515151515151,36,Music
tfidf_lr,shuffled,42,10749,0.5352697095435685,0.6231884057971014,0.5758928571428571,207,Romance
tfidf_lr,shuffled,42,10751,0.5379746835443038,0.6204379562043796,0.576271186440678,137,Family
tfidf_lr,shuffled,42,10752,0.6041666666666666,0.6744186046511628,0.6373626373626373,43,War
tfidf_lr,shuffled,42,10770,1.0,0.14285714285714285,0.25,14,TV Movie
